Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
SRR27931729.002	Bacteria	5449	104	58	73.85	12.54	72.73	1854600	0	584	584	3940	3940	3175	3175	21585	21585	38.8	5.38	83.08	11	2019	43	52	8	1	0	0
SRR27931729.003	Bacteria	5449	104	58	15.52	6.90	50.00	1553520	0	438	438	5318	5318	3546	3546	59989	59989	33.7	8.49	79.22	11	1859	95	5	4	0	0	0
SRR27931729.004	Bacteria	5449	104	58	43.10	8.20	15.00	726443	0	64	64	16520	16520	11350	11350	53650	53650	51.4	1.60	84.18	11	698	39	47	17	1	0	0
SRR27931729.005	Bacteria	5449	104	58	30.46	6.90	75.00	899818	0	84	84	17821	17821	10712	10712	42804	42804	49.6	2.11	78.74	11	854	68	32	4	0	0	0
SRR27931729.006	Bacteria	5449	104	58	0.00	0.00	0.00	187671	0	39	39	6434	6434	4812	4812	13691	13691	49.4	2.48	76.42	4	242	104	0	0	0	0	0
SRR27931729.007	Bacteria	5449	104	58	0.78	0.00	0.00	200253	0	17	17	102337	102337	11779	11779	102337	102337	23.5	23.81	92.09	11	166	99	5	0	0	0	0
SRR27931729.008	Bacteria	5449	104	58	50.86	10.34	58.33	1561453	0	180	180	17012	17012	8674	8674	65371	65371	51.3	2.43	83.17	11	1509	70	26	6	2	0	0
SRR27931729.009	Bacteria	5449	104	58	98.28	52.37	10.53	3389835	0	821	821	7167	7167	4128	4128	66652	66652	37.5	2.52	87.77	11	3781	1	60	36	7	0	0
SRR27931729.010	Bacteria	5449	104	58	68.97	12.93	42.86	3567647	0	349	349	15643	15643	10222	10222	74750	74750	55.7	2.56	85.23	11	3274	48	49	5	1	1	0
SRR27931729.011	Bacteria	5449	104	58	32.24	0.86	100.00	1781702	0	479	479	5179	5179	3719	3719	41143	41143	32.0	3.24	81.61	11	2341	82	21	1	0	0	0
SRR27931729.012	Bacteria	5449	104	58	76.93	63.40	34.33	3065095	0	703	703	7658	7658	4360	4360	77229	77229	34.4	2.80	87.50	11	3491	46	31	15	8	3	1
SRR27931729.013	Bacteria	5449	104	58	43.84	19.07	27.78	1411993	0	664	664	2246	2246	2126	2126	13772	13772	38.0	2.95	89.86	11	1789	43	38	18	4	1	0
SRR27931729.014	Bacteria	5449	104	58	85.94	11.36	66.67	2678756	0	243	243	23863	23863	11023	11023	87105	87105	36.7	1.98	88.10	11	2789	37	58	9	0	0	0
SRR27931729.015	Bacteria	5449	104	58	59.76	8.34	23.53	2848953	0	519	519	9452	9452	5489	5489	48726	48726	51.2	1.56	80.76	11	2972	36	55	11	2	0	0
SRR27931729.016	Bacteria	5449	104	58	4.08	0.00	0.00	959421	0	411	411	2622	2622	2334	2334	28361	28361	38.5	2.08	95.76	11	782	98	6	0	0	0	0
SRR27931729.017	Bacteria	5449	104	58	12.66	4.31	0.00	2707986	0	748	748	5265	5265	3620	3620	110638	110638	31.2	2.16	78.01	11	3392	87	14	3	0	0	0
SRR27931729.018	Bacteria	5449	104	58	39.58	20.92	44.44	1156839	0	648	648	1742	1742	1785	1785	26283	26283	37.6	2.12	91.23	11	1565	63	27	9	4	1	0
SRR27931729.019	Bacteria	5449	104	58	4.55	1.25	18.18	2672363	0	867	867	4322	4322	3082	3082	107081	107081	24.9	2.50	74.01	11	3162	95	3	5	0	1	0
SRR27931729.020	Bacteria	5449	104	58	46.87	24.14	14.81	4209671	0	1773	1773	2675	2675	2374	2374	37174	37174	34.0	1.75	84.95	11	5877	73	24	4	1	0	2
SRR27931729.021	Bacteria	5449	104	58	42.06	16.50	4.41	4911278	0	1859	1859	3215	3215	2641	2641	47461	47461	45.3	2.48	73.25	11	6424	44	26	20	12	2	0
SRR27931729.022	Bacteria	5449	104	58	75.16	33.15	36.11	2307010	0	677	677	4733	4733	3407	3407	30007	30007	53.6	2.01	88.10	11	2570	31	47	21	5	0	0
SRR27931729.023	Bacteria	5449	104	58	84.56	23.35	42.31	2655914	0	501	501	10148	10148	5301	5301	49412	49412	37.1	1.85	87.43	11	3053	38	47	17	1	1	0
SRR27931729.024	Bacteria	5449	104	58	82.45	40.83	32.35	5142713	0	2137	2137	2791	2791	2406	2406	25308	25308	54.3	3.28	85.85	11	6632	42	39	19	3	1	0
SRR27931729.025	Bacteria	5449	104	58	66.61	9.48	0.00	2447113	0	1069	1069	2674	2674	2289	2289	14504	14504	38.8	1.98	84.13	11	3270	52	46	6	0	0	0
SRR27931729.026	Bacteria	5449	104	58	80.69	30.59	33.33	2347036	0	859	859	3606	3606	2732	2732	39352	39352	39.1	1.61	89.10	11	2971	24	51	27	1	1	0
SRR27931729.027	Bacteria	5449	104	58	16.11	4.48	20.00	2730322	0	1540	1540	1764	1764	1772	1772	26066	26066	31.9	2.12	75.58	11	3969	86	13	5	0	0	0
SRR27931729.028	Bacteria	5449	104	58	49.61	15.00	25.00	2015353	0	1140	1140	1757	1757	1767	1767	13338	13338	36.6	5.22	81.42	11	2928	53	39	12	0	0	0
SRR27931729.029	Bacteria	5449	104	58	3.21	0.00	0.00	564181	0	437	437	1256	1256	1291	1291	3858	3858	39.8	15.36	72.16	11	686	98	6	0	0	0	0
maxbin.001	Bacteria	5449	104	58	25.00	0.57	100.00	528539	0	88	88	11160	11160	6006	6006	102141	102141	45.5	11.14	80.02	11	495	60	43	1	0	0	0
maxbin.002	Bacteria	5449	104	58	73.85	12.54	72.73	1854600	0	584	584	3940	3940	3175	3175	21585	21585	38.8	5.38	83.08	11	2019	43	52	8	1	0	0
maxbin.003	Bacteria	5449	104	58	15.52	6.90	50.00	1553520	0	438	438	5318	5318	3546	3546	59989	59989	33.7	8.49	79.22	11	1859	95	5	4	0	0	0
maxbin.004	Bacteria	5449	104	58	43.10	8.20	15.00	726443	0	64	64	16520	16520	11350	11350	53650	53650	51.4	1.60	84.18	11	698	39	47	17	1	0	0
maxbin.005	Bacteria	5449	104	58	30.46	6.90	75.00	899818	0	84	84	17821	17821	10712	10712	42804	42804	49.6	2.11	78.74	11	854	68	32	4	0	0	0
maxbin.006	Bacteria	5449	104	58	0.00	0.00	0.00	187671	0	39	39	6434	6434	4812	4812	13691	13691	49.4	2.48	76.42	4	242	104	0	0	0	0	0
maxbin.007	Bacteria	5449	104	58	0.78	0.00	0.00	200253	0	17	17	102337	102337	11779	11779	102337	102337	23.5	23.81	92.09	11	166	99	5	0	0	0	0
maxbin.008	Bacteria	5449	104	58	50.86	10.34	58.33	1561453	0	180	180	17012	17012	8674	8674	65371	65371	51.3	2.43	83.17	11	1509	70	26	6	2	0	0
maxbin.009	Bacteria	5449	104	58	98.28	52.37	10.53	3389835	0	821	821	7167	7167	4128	4128	66652	66652	37.5	2.52	87.77	11	3781	1	60	36	7	0	0
maxbin.010	Bacteria	5449	104	58	68.97	12.93	42.86	3567647	0	349	349	15643	15643	10222	10222	74750	74750	55.7	2.56	85.23	11	3274	48	49	5	1	1	0
maxbin.011	Bacteria	5449	104	58	32.24	0.86	100.00	1781702	0	479	479	5179	5179	3719	3719	41143	41143	32.0	3.24	81.61	11	2341	82	21	1	0	0	0
maxbin.012	Bacteria	5449	104	58	76.93	63.40	34.33	3065095	0	703	703	7658	7658	4360	4360	77229	77229	34.4	2.80	87.50	11	3491	46	31	15	8	3	1
maxbin.013	Bacteria	5449	104	58	43.84	19.07	27.78	1411993	0	664	664	2246	2246	2126	2126	13772	13772	38.0	2.95	89.86	11	1789	43	38	18	4	1	0
maxbin.014	Bacteria	5449	104	58	85.94	11.36	66.67	2678756	0	243	243	23863	23863	11023	11023	87105	87105	36.7	1.98	88.10	11	2789	37	58	9	0	0	0
maxbin.015	Bacteria	5449	104	58	59.76	8.34	23.53	2848953	0	519	519	9452	9452	5489	5489	48726	48726	51.2	1.56	80.76	11	2972	36	55	11	2	0	0
maxbin.016	Bacteria	5449	104	58	4.08	0.00	0.00	959421	0	411	411	2622	2622	2334	2334	28361	28361	38.5	2.08	95.76	11	782	98	6	0	0	0	0
maxbin.017	Bacteria	5449	104	58	12.66	4.31	0.00	2707986	0	748	748	5265	5265	3620	3620	110638	110638	31.2	2.16	78.01	11	3392	87	14	3	0	0	0
maxbin.018	Bacteria	5449	104	58	39.58	20.92	44.44	1156839	0	648	648	1742	1742	1785	1785	26283	26283	37.6	2.12	91.23	11	1565	63	27	9	4	1	0
maxbin.019	Bacteria	5449	104	58	4.55	1.25	18.18	2672363	0	867	867	4322	4322	3082	3082	107081	107081	24.9	2.50	74.01	11	3162	95	3	5	0	1	0
maxbin.020	Bacteria	5449	104	58	46.87	24.14	14.81	4209671	0	1773	1773	2675	2675	2374	2374	37174	37174	34.0	1.75	84.95	11	5877	73	24	4	1	0	2
maxbin.021	Bacteria	5449	104	58	42.06	16.50	4.41	4911278	0	1859	1859	3215	3215	2641	2641	47461	47461	45.3	2.48	73.25	11	6424	44	26	20	12	2	0
maxbin.022	Bacteria	5449	104	58	75.16	33.15	36.11	2307010	0	677	677	4733	4733	3407	3407	30007	30007	53.6	2.01	88.10	11	2570	31	47	21	5	0	0
maxbin.023	Bacteria	5449	104	58	84.56	23.35	42.31	2655914	0	501	501	10148	10148	5301	5301	49412	49412	37.1	1.85	87.43	11	3053	38	47	17	1	1	0
maxbin.024	Bacteria	5449	104	58	82.45	40.83	32.35	5142713	0	2137	2137	2791	2791	2406	2406	25308	25308	54.3	3.28	85.85	11	6632	42	39	19	3	1	0
maxbin.025	Bacteria	5449	104	58	66.61	9.48	0.00	2447113	0	1069	1069	2674	2674	2289	2289	14504	14504	38.8	1.98	84.13	11	3270	52	46	6	0	0	0
maxbin.026	Bacteria	5449	104	58	80.69	30.59	33.33	2347036	0	859	859	3606	3606	2732	2732	39352	39352	39.1	1.61	89.10	11	2971	24	51	27	1	1	0
maxbin.027	Bacteria	5449	104	58	16.11	4.48	20.00	2730322	0	1540	1540	1764	1764	1772	1772	26066	26066	31.9	2.12	75.58	11	3969	86	13	5	0	0	0
maxbin.028	Bacteria	5449	104	58	49.61	15.00	25.00	2015353	0	1140	1140	1757	1757	1767	1767	13338	13338	36.6	5.22	81.42	11	2928	53	39	12	0	0	0
maxbin.029	Bacteria	5449	104	58	3.21	0.00	0.00	564181	0	437	437	1256	1256	1291	1291	3858	3858	39.8	15.36	72.16	11	686	98	6	0	0	0	0
SRR27931730.001	Bacteria	5449	104	58	69.83	0.47	33.33	1386883	0	378	378	4757	4757	3669	3669	92155	92155	39.3	6.13	82.45	11	1610	21	80	3	0	0	0
SRR27931730.002	Bacteria	5449	104	58	49.58	10.66	50.00	3653339	0	1117	1117	4376	4376	3270	3270	55788	55788	39.1	7.33	81.06	11	4051	63	35	4	2	0	0
SRR27931730.003	Bacteria	5449	104	58	36.94	12.07	25.00	934411	0	258	258	5550	5550	3621	3621	23130	23130	32.5	3.35	87.47	11	1218	78	20	5	1	0	0
SRR27931730.004	Bacteria	5449	104	58	41.69	9.48	28.57	1590592	0	527	527	3822	3822	3018	3018	56912	56912	36.2	6.26	84.35	11	1846	73	24	7	0	0	0
SRR27931730.005	Bacteria	5449	104	58	42.16	0.00	0.00	2180109	0	265	265	22625	22625	8226	8226	55967	55967	35.3	8.37	78.84	11	2143	72	32	0	0	0	0
SRR27931730.006	Bacteria	5449	104	58	69.60	19.83	30.77	1358845	0	277	277	9857	9857	4905	4905	31746	31746	33.4	1.23	88.04	11	1541	56	37	10	1	0	0
SRR27931730.007	Bacteria	5449	104	58	9.81	0.86	0.00	2920642	0	1461	1461	2097	2097	1999	1999	16843	16843	31.1	4.11	75.70	11	4051	94	9	1	0	0	0
SRR27931730.008	Bacteria	5449	104	58	80.41	69.96	4.26	4763289	0	2161	2161	2226	2226	2204	2204	38083	38083	37.8	3.07	86.17	11	6145	17	45	27	12	1	2
SRR27931730.009	Bacteria	5449	104	58	25.03	5.56	3.23	9292261	0	6502	6502	1318	1318	1429	1429	22574	22574	23.8	10.61	32.71	11	8206	67	23	7	6	1	0
maxbin.001	Bacteria	5449	104	58	69.83	0.47	33.33	1386883	0	378	378	4757	4757	3669	3669	92155	92155	39.3	6.13	82.45	11	1610	21	80	3	0	0	0
maxbin.002	Bacteria	5449	104	58	49.58	10.66	50.00	3653339	0	1117	1117	4376	4376	3270	3270	55788	55788	39.1	7.33	81.06	11	4051	63	35	4	2	0	0
maxbin.003	Bacteria	5449	104	58	36.94	12.07	25.00	934411	0	258	258	5550	5550	3621	3621	23130	23130	32.5	3.35	87.47	11	1218	78	20	5	1	0	0
maxbin.004	Bacteria	5449	104	58	41.69	9.48	28.57	1590592	0	527	527	3822	3822	3018	3018	56912	56912	36.2	6.26	84.35	11	1846	73	24	7	0	0	0
maxbin.005	Bacteria	5449	104	58	42.16	0.00	0.00	2180109	0	265	265	22625	22625	8226	8226	55967	55967	35.3	8.37	78.84	11	2143	72	32	0	0	0	0
maxbin.006	Bacteria	5449	104	58	69.60	19.83	30.77	1358845	0	277	277	9857	9857	4905	4905	31746	31746	33.4	1.23	88.04	11	1541	56	37	10	1	0	0
maxbin.007	Bacteria	5449	104	58	9.81	0.86	0.00	2920642	0	1461	1461	2097	2097	1999	1999	16843	16843	31.1	4.11	75.70	11	4051	94	9	1	0	0	0
maxbin.008	Bacteria	5449	104	58	80.41	69.96	4.26	4763289	0	2161	2161	2226	2226	2204	2204	38083	38083	37.8	3.07	86.17	11	6145	17	45	27	12	1	2
maxbin.009	Bacteria	5449	104	58	25.03	5.56	3.23	9292261	0	6502	6502	1318	1318	1429	1429	22574	22574	23.8	10.61	32.71	11	8206	67	23	7	6	1	0
SRR27931731.001	Bacteria	5449	104	58	82.47	13.64	63.16	1972592	0	654	654	3468	3468	3016	3016	135387	135387	38.2	5.18	81.95	11	2357	13	74	16	1	0	0
SRR27931731.002	Bacteria	5449	104	58	87.37	49.74	55.56	5747824	0	1702	1702	4871	4871	3377	3377	52212	52212	37.6	6.63	82.89	11	6543	29	43	27	4	1	0
SRR27931731.003	Bacteria	5449	104	58	72.53	22.21	27.78	6636778	0	2219	2219	4013	4013	2990	2990	86899	86899	31.4	5.19	76.42	11	7925	47	43	12	2	0	0
SRR27931731.004	Bacteria	5449	104	58	89.47	51.49	7.84	4534799	0	1557	1557	3834	3834	2912	2912	42506	42506	36.8	4.10	85.80	11	5277	29	48	22	3	0	2
SRR27931731.005	Bacteria	5449	104	58	85.03	49.14	6.98	4570751	0	2517	2517	1846	1846	1815	1815	15272	15272	38.6	4.51	81.15	11	6413	13	38	41	9	3	0
SRR27931731.006	Bacteria	5449	104	58	26.24	4.11	0.00	11437970	0	8306	8306	1298	1298	1377	1377	23286	23286	22.7	9.64	26.11	11	9731	63	27	12	2	0	0
maxbin.001	Bacteria	5449	104	58	82.47	13.64	63.16	1972592	0	654	654	3468	3468	3016	3016	135387	135387	38.2	5.18	81.95	11	2357	13	74	16	1	0	0
maxbin.002	Bacteria	5449	104	58	87.37	49.74	55.56	5747824	0	1702	1702	4871	4871	3377	3377	52212	52212	37.6	6.63	82.89	11	6543	29	43	27	4	1	0
maxbin.003	Bacteria	5449	104	58	72.53	22.21	27.78	6636778	0	2219	2219	4013	4013	2990	2990	86899	86899	31.4	5.19	76.42	11	7925	47	43	12	2	0	0
maxbin.004	Bacteria	5449	104	58	89.47	51.49	7.84	4534799	0	1557	1557	3834	3834	2912	2912	42506	42506	36.8	4.10	85.80	11	5277	29	48	22	3	0	2
maxbin.005	Bacteria	5449	104	58	85.03	49.14	6.98	4570751	0	2517	2517	1846	1846	1815	1815	15272	15272	38.6	4.51	81.15	11	6413	13	38	41	9	3	0
maxbin.006	Bacteria	5449	104	58	26.24	4.11	0.00	11437970	0	8306	8306	1298	1298	1377	1377	23286	23286	22.7	9.64	26.11	11	9731	63	27	12	2	0	0
SRR27931732.001	Bacteria	5449	104	58	50.94	7.92	6.67	597668	0	109	109	11748	11748	5483	5483	102490	102490	45.7	10.21	82.74	11	598	36	38	30	0	0	0
SRR27931732.002	Bacteria	5449	104	58	91.03	0.16	100.00	3439044	0	177	177	35669	35669	19429	19429	139733	139733	55.7	3.63	85.36	11	3100	6	97	1	0	0	0
SRR27931732.003	Bacteria	5449	104	58	57.71	31.82	68.75	2033891	0	765	765	3090	3090	2658	2658	28817	28817	36.2	2.75	86.91	11	2498	59	26	16	2	0	1
SRR27931732.004	Bacteria	5449	104	58	89.66	6.90	25.00	2576771	0	213	213	22701	22701	12097	12097	69962	69962	51.7	5.56	82.03	11	2371	31	69	4	0	0	0
SRR27931732.005	Bacteria	5449	104	58	92.27	12.38	30.00	3637292	0	514	514	16575	16575	7076	7076	115405	115405	49.9	6.09	83.75	11	3661	21	73	10	0	0	0
SRR27931732.006	Bacteria	5449	104	58	58.54	13.03	50.00	1870521	0	736	736	2772	2772	2541	2541	59721	59721	36.7	2.43	89.70	11	2182	35	55	12	2	0	0
SRR27931732.007	Bacteria	5449	104	58	0.78	0.00	0.00	195075	0	12	12	62990	62990	16256	16256	71120	71120	19.2	17.21	93.25	11	177	99	5	0	0	0	0
SRR27931732.008	Bacteria	5449	104	58	17.24	3.45	50.00	2439287	0	740	740	4477	4477	3296	3296	30439	30439	33.0	6.04	78.79	11	3169	92	10	2	0	0	0
SRR27931732.009	Bacteria	5449	104	58	87.46	0.00	0.00	1868489	0	256	256	13399	13399	7298	7298	54736	54736	38.0	2.81	89.25	11	1966	36	68	0	0	0	0
SRR27931732.010	Bacteria	5449	104	58	51.72	22.41	42.86	1483533	0	463	463	4489	4489	3204	3204	28476	28476	34.7	1.48	88.25	11	1815	70	24	6	3	1	0
SRR27931732.011	Bacteria	5449	104	58	3.45	0.00	0.00	227378	0	20	20	34199	34199	11368	11368	46568	46568	24.6	1.03	90.65	11	255	102	2	0	0	0	0
SRR27931732.012	Bacteria	5449	104	58	3.45	0.00	0.00	226146	0	32	32	34982	34982	7067	7067	46796	46796	23.8	2.00	84.88	11	251	102	2	0	0	0	0
SRR27931732.013	Bacteria	5449	104	58	0.00	0.00	0.00	223016	0	64	64	5865	5865	3484	3484	11254	11254	27.0	1.33	72.97	11	300	104	0	0	0	0	0
SRR27931732.014	Bacteria	5449	104	58	23.48	6.49	62.16	1155624	0	548	548	2221	2221	2108	2108	33139	33139	42.7	4.85	89.54	11	1344	55	24	19	6	0	0
SRR27931732.015	Bacteria	5449	104	58	59.98	6.90	100.00	2534578	0	323	323	16115	16115	7846	7846	115717	115717	35.9	1.53	87.75	11	2728	51	50	2	1	0	0
SRR27931732.016	Bacteria	5449	104	58	64.28	26.72	77.27	1790302	0	301	301	8080	8080	5947	5947	41790	41790	37.9	1.50	91.06	11	1969	56	30	16	2	0	0
SRR27931732.017	Bacteria	5449	104	58	47.28	29.62	66.67	3456011	0	1495	1495	2501	2501	2311	2311	45200	45200	36.6	1.94	90.95	11	4276	70	21	9	2	2	0
SRR27931732.018	Bacteria	5449	104	58	92.88	35.19	7.69	5352437	0	1560	1560	5650	5650	3431	3431	66118	66118	51.3	2.92	84.51	11	6433	25	50	24	5	0	0
SRR27931732.019	Bacteria	5449	104	58	55.97	43.26	13.64	6901815	0	2814	2814	2901	2901	2452	2452	128206	128206	32.1	1.86	81.25	11	9641	50	37	12	2	1	2
SRR27931732.020	Bacteria	5449	104	58	86.36	14.20	4.76	5954193	0	2387	2387	2929	2929	2494	2494	26955	26955	44.5	2.71	79.48	11	7939	20	67	15	2	0	0
SRR27931732.021	Bacteria	5449	104	58	2.51	0.31	50.00	2294723	0	1039	1039	2343	2343	2208	2208	62874	62874	26.2	2.70	73.56	11	2999	98	4	2	0	0	0
SRR27931732.022	Bacteria	5449	104	58	63.75	36.08	55.17	2527546	0	1014	1014	2916	2916	2492	2492	15212	15212	37.3	1.96	90.29	11	3442	54	27	20	3	0	0
SRR27931732.023	Bacteria	5449	104	58	75.86	23.15	12.07	1609472	0	573	573	3692	3692	2808	2808	17249	17249	44.6	2.09	89.46	11	2190	18	50	25	11	0	0
SRR27931732.024	Bacteria	5449	104	58	79.01	59.17	6.76	6303527	0	3266	3266	1987	1987	1930	1930	39286	39286	36.7	2.21	86.35	11	8998	31	41	20	6	6	0
SRR27931732.025	Bacteria	5449	104	58	61.91	18.57	66.67	991796	0	392	392	2924	2924	2530	2530	11644	11644	49.6	2.05	91.06	11	1281	53	36	15	0	0	0
maxbin.001	Bacteria	5449	104	58	50.94	7.92	6.67	597668	0	109	109	11748	11748	5483	5483	102490	102490	45.7	10.21	82.74	11	598	36	38	30	0	0	0
maxbin.002	Bacteria	5449	104	58	91.03	0.16	100.00	3439044	0	177	177	35669	35669	19429	19429	139733	139733	55.7	3.63	85.36	11	3100	6	97	1	0	0	0
maxbin.003	Bacteria	5449	104	58	57.71	31.82	68.75	2033891	0	765	765	3090	3090	2658	2658	28817	28817	36.2	2.75	86.91	11	2498	59	26	16	2	0	1
maxbin.004	Bacteria	5449	104	58	89.66	6.90	25.00	2576771	0	213	213	22701	22701	12097	12097	69962	69962	51.7	5.56	82.03	11	2371	31	69	4	0	0	0
maxbin.005	Bacteria	5449	104	58	92.27	12.38	30.00	3637292	0	514	514	16575	16575	7076	7076	115405	115405	49.9	6.09	83.75	11	3661	21	73	10	0	0	0
maxbin.006	Bacteria	5449	104	58	58.54	13.03	50.00	1870521	0	736	736	2772	2772	2541	2541	59721	59721	36.7	2.43	89.70	11	2182	35	55	12	2	0	0
maxbin.007	Bacteria	5449	104	58	0.78	0.00	0.00	195075	0	12	12	62990	62990	16256	16256	71120	71120	19.2	17.21	93.25	11	177	99	5	0	0	0	0
maxbin.008	Bacteria	5449	104	58	17.24	3.45	50.00	2439287	0	740	740	4477	4477	3296	3296	30439	30439	33.0	6.04	78.79	11	3169	92	10	2	0	0	0
maxbin.009	Bacteria	5449	104	58	87.46	0.00	0.00	1868489	0	256	256	13399	13399	7298	7298	54736	54736	38.0	2.81	89.25	11	1966	36	68	0	0	0	0
maxbin.010	Bacteria	5449	104	58	51.72	22.41	42.86	1483533	0	463	463	4489	4489	3204	3204	28476	28476	34.7	1.48	88.25	11	1815	70	24	6	3	1	0
maxbin.011	Bacteria	5449	104	58	3.45	0.00	0.00	227378	0	20	20	34199	34199	11368	11368	46568	46568	24.6	1.03	90.65	11	255	102	2	0	0	0	0
maxbin.012	Bacteria	5449	104	58	3.45	0.00	0.00	226146	0	32	32	34982	34982	7067	7067	46796	46796	23.8	2.00	84.88	11	251	102	2	0	0	0	0
maxbin.013	Bacteria	5449	104	58	0.00	0.00	0.00	223016	0	64	64	5865	5865	3484	3484	11254	11254	27.0	1.33	72.97	11	300	104	0	0	0	0	0
maxbin.014	Bacteria	5449	104	58	23.48	6.49	62.16	1155624	0	548	548	2221	2221	2108	2108	33139	33139	42.7	4.85	89.54	11	1344	55	24	19	6	0	0
maxbin.015	Bacteria	5449	104	58	59.98	6.90	100.00	2534578	0	323	323	16115	16115	7846	7846	115717	115717	35.9	1.53	87.75	11	2728	51	50	2	1	0	0
maxbin.016	Bacteria	5449	104	58	64.28	26.72	77.27	1790302	0	301	301	8080	8080	5947	5947	41790	41790	37.9	1.50	91.06	11	1969	56	30	16	2	0	0
maxbin.017	Bacteria	5449	104	58	47.28	29.62	66.67	3456011	0	1495	1495	2501	2501	2311	2311	45200	45200	36.6	1.94	90.95	11	4276	70	21	9	2	2	0
maxbin.018	Bacteria	5449	104	58	92.88	35.19	7.69	5352437	0	1560	1560	5650	5650	3431	3431	66118	66118	51.3	2.92	84.51	11	6433	25	50	24	5	0	0
maxbin.019	Bacteria	5449	104	58	55.97	43.26	13.64	6901815	0	2814	2814	2901	2901	2452	2452	128206	128206	32.1	1.86	81.25	11	9641	50	37	12	2	1	2
maxbin.020	Bacteria	5449	104	58	86.36	14.20	4.76	5954193	0	2387	2387	2929	2929	2494	2494	26955	26955	44.5	2.71	79.48	11	7939	20	67	15	2	0	0
maxbin.021	Bacteria	5449	104	58	2.51	0.31	50.00	2294723	0	1039	1039	2343	2343	2208	2208	62874	62874	26.2	2.70	73.56	11	2999	98	4	2	0	0	0
maxbin.022	Bacteria	5449	104	58	63.75	36.08	55.17	2527546	0	1014	1014	2916	2916	2492	2492	15212	15212	37.3	1.96	90.29	11	3442	54	27	20	3	0	0
maxbin.023	Bacteria	5449	104	58	75.86	23.15	12.07	1609472	0	573	573	3692	3692	2808	2808	17249	17249	44.6	2.09	89.46	11	2190	18	50	25	11	0	0
maxbin.024	Bacteria	5449	104	58	79.01	59.17	6.76	6303527	0	3266	3266	1987	1987	1930	1930	39286	39286	36.7	2.21	86.35	11	8998	31	41	20	6	6	0
maxbin.025	Bacteria	5449	104	58	61.91	18.57	66.67	991796	0	392	392	2924	2924	2530	2530	11644	11644	49.6	2.05	91.06	11	1281	53	36	15	0	0	0
SRR27931733.001	Bacteria	5449	104	58	52.59	11.52	11.76	868847	0	229	229	5125	5125	3794	3794	103070	103070	43.1	7.60	84.60	11	924	35	37	31	1	0	0
SRR27931733.002	Bacteria	5449	104	58	94.48	0.00	0.00	3559788	0	192	192	34958	34958	18540	18540	106960	106960	55.5	6.89	85.17	11	3230	4	100	0	0	0	0
SRR27931733.003	Bacteria	5449	104	58	55.44	22.41	66.67	2137753	0	784	784	3198	3198	2726	2726	36900	36900	35.8	2.91	86.14	11	2645	59	32	12	1	0	0
SRR27931733.004	Bacteria	5449	104	58	90.00	15.52	80.95	2854773	0	275	275	20178	20178	10380	10380	79461	79461	51.6	5.35	82.52	11	2632	30	55	18	1	0	0
SRR27931733.005	Bacteria	5449	104	58	89.37	7.21	50.00	3864415	0	583	583	15642	15642	6628	6628	108971	108971	47.8	7.34	82.54	11	3886	35	63	6	0	0	0
SRR27931733.006	Bacteria	5449	104	58	65.83	50.00	56.82	3322858	0	1071	1071	4076	4076	3102	3102	61913	61913	34.1	3.22	86.40	11	4218	59	22	17	3	3	0
SRR27931733.007	Bacteria	5449	104	58	71.19	3.45	33.33	2119630	0	392	392	11193	11193	5407	5407	53289	53289	37.5	3.40	86.45	11	2341	52	49	3	0	0	0
SRR27931733.008	Bacteria	5449	104	58	1.72	0.00	0.00	779456	0	235	235	4455	4455	3316	3316	24660	24660	30.7	8.62	76.25	11	990	103	1	0	0	0	0
SRR27931733.009	Bacteria	5449	104	58	72.41	33.01	23.21	2377246	0	989	989	2732	2732	2403	2403	27968	27968	39.6	4.48	90.75	11	2650	20	40	38	6	0	0
SRR27931733.010	Bacteria	5449	104	58	3.45	0.00	0.00	216358	0	19	19	32132	32132	11387	11387	46567	46567	24.6	1.29	87.99	11	255	102	2	0	0	0	0
SRR27931733.011	Bacteria	5449	104	58	0.00	0.00	0.00	223066	0	45	45	12537	12537	4957	4957	46796	46796	26.2	1.93	84.09	11	254	104	0	0	0	0	0
SRR27931733.012	Bacteria	5449	104	58	71.55	21.71	62.50	1982848	0	204	204	16489	16489	9719	9719	72580	72580	37.2	1.34	90.73	11	2084	46	44	13	1	0	0
SRR27931733.013	Bacteria	5449	104	58	31.38	11.21	100.00	1808200	0	307	307	10761	10761	5889	5889	56299	56299	35.8	1.73	86.73	11	2014	83	13	8	0	0	0
SRR27931733.014	Bacteria	5449	104	58	84.08	30.85	0.00	5110794	0	1630	1630	4278	4278	3135	3135	79847	79847	51.3	2.95	85.15	11	6282	31	47	23	3	0	0
SRR27931733.015	Bacteria	5449	104	58	8.78	0.47	0.00	782593	0	381	381	2074	2074	2054	2054	27853	27853	43.3	2.05	90.17	11	1098	78	23	3	0	0	0
