Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
SRR27931719.007	Bacteria	5449	104	58	84.01	30.64	70.37	2001969	0	268	268	14340	14340	7470	7470	165256	165256	38.1	2.50	91.09	11	2160	24	53	27	0	0	0
SRR27931719.008	Bacteria	5449	104	58	66.02	8.62	100.00	2748374	0	677	677	6121	6121	4059	4059	62635	62635	36.2	1.88	88.77	11	3300	59	40	5	0	0	0
SRR27931719.009	Bacteria	5449	104	58	3.45	0.00	0.00	2458119	0	1104	1104	2359	2359	2226	2226	90972	90972	30.8	2.33	81.86	11	3607	102	2	0	0	0	0
SRR27931719.010	Bacteria	5449	104	58	83.18	17.30	19.05	5506190	0	2102	2102	3398	3398	2619	2619	83273	83273	52.2	3.89	84.02	11	6765	31	58	12	3	0	0
SRR27931719.011	Bacteria	5449	104	58	94.83	35.78	14.67	5421884	0	2310	2310	2733	2733	2347	2347	53737	53737	38.7	7.06	85.07	11	7385	3	47	45	8	1	0
SRR27931720.001	Bacteria	5449	104	58	97.93	0.00	0.00	3606531	0	238	238	25891	25891	15153	15153	119704	119704	55.3	5.29	85.05	11	3293	2	102	0	0	0	0
SRR27931720.002	Bacteria	5449	104	58	99.66	7.76	37.50	3467267	0	367	367	21375	21375	9447	9447	95724	95724	51.8	5.55	81.65	11	3339	1	97	5	1	0	0
SRR27931720.003	Bacteria	5449	104	58	89.66	22.88	12.50	1661407	0	475	475	4203	4203	3497	3497	42935	42935	37.5	5.31	87.63	11	1941	8	58	33	5	0	0
SRR27931720.004	Bacteria	5449	104	58	89.66	19.20	10.00	3605140	0	706	706	13195	13195	5106	5106	163412	163412	35.7	5.41	85.53	11	3911	32	54	10	6	2	0
SRR27931720.005	Bacteria	5449	104	58	62.65	15.52	86.67	2739230	0	440	440	14137	14137	6225	6225	76237	76237	50.6	3.47	83.22	11	2966	44	49	9	2	0	0
SRR27931720.006	Bacteria	5449	104	58	98.28	15.94	25.00	3437012	0	472	472	22265	22265	7281	7281	175819	175819	37.1	5.42	85.65	11	3669	2	84	15	3	0	0
SRR27931720.007	Bacteria	5449	104	58	0.00	0.00	0.00	477703	0	120	120	5174	5174	3980	3980	29792	29792	51.3	5.56	77.62	11	529	104	0	0	0	0	0
SRR27931720.008	Bacteria	5449	104	58	85.92	31.03	79.17	4255717	0	784	784	13269	13269	5428	5428	61068	61068	52.3	2.84	85.98	11	4514	28	54	21	1	0	0
SRR27931720.009	Bacteria	5449	104	58	50.00	26.02	73.91	2679108	0	1351	1351	2062	2062	1983	1983	33021	33021	37.0	1.55	91.62	11	3236	59	30	11	4	0	0
SRR27931720.010	Bacteria	5449	104	58	58.83	50.00	53.49	3553008	0	1422	1422	2926	2926	2498	2498	38201	38201	33.8	1.61	87.07	11	4801	65	20	10	7	2	0
SRR27931720.011	Bacteria	5449	104	58	40.36	19.93	23.33	4733466	0	1876	1876	2986	2986	2523	2523	38972	38972	44.0	2.80	75.12	11	6069	42	29	14	8	7	4
SRR27931720.012	Bacteria	5449	104	58	25.82	4.39	22.22	5418527	0	2614	2614	2225	2225	2072	2072	31358	31358	29.1	2.69	65.96	11	6628	73	24	6	1	0	0
SRR27931720.013	Bacteria	5449	104	58	69.83	3.45	0.00	2784584	0	1126	1126	2951	2951	2472	2472	14399	14399	37.5	2.39	83.25	11	3605	56	46	2	0	0	0
SRR27931720.014	Bacteria	5449	104	58	84.73	47.55	32.43	6200897	0	2832	2832	2593	2593	2189	2189	26959	26959	36.3	5.22	75.81	11	7423	36	37	28	3	0	0
SRR27931721.001	Bacteria	5449	104	58	99.66	0.00	0.00	3430635	0	213	213	27039	27039	16106	16106	91968	91968	55.6	4.32	85.45	11	3142	1	103	0	0	0	0
SRR27931721.002	Bacteria	5449	104	58	1.72	0.00	0.00	318660	0	77	77	7555	7555	4138	4138	25579	25579	47.5	5.98	75.25	11	337	103	1	0	0	0	0
SRR27931721.003	Bacteria	5449	104	58	95.69	4.31	100.00	3139111	0	288	288	21977	21977	10899	10899	159585	159585	52.0	4.23	82.25	11	2945	3	98	3	0	0	0
SRR27931721.004	Bacteria	5449	104	58	93.10	9.74	86.67	1328850	0	388	388	4339	4339	3424	3424	72001	72001	36.1	5.09	86.51	11	1547	4	85	15	0	0	0
SRR27931721.005	Bacteria	5449	104	58	5.17	0.00	0.00	517577	0	116	116	6494	6494	4461	4461	70657	70657	51.0	2.93	84.19	11	602	101	3	0	0	0	0
SRR27931721.006	Bacteria	5449	104	58	100.00	14.29	6.67	3534435	0	730	730	11722	11722	4841	4841	95471	95471	36.8	5.88	86.89	11	3924	0	91	12	1	0	0
SRR27931721.007	Bacteria	5449	104	58	97.07	44.29	3.70	5269687	0	1052	1052	11183	11183	5009	5009	146250	146250	35.9	3.44	85.26	11	5992	13	50	38	2	0	1
SRR27931721.008	Bacteria	5449	104	58	80.05	32.76	95.65	4018343	0	479	479	18214	18214	8389	8389	76923	76923	50.8	2.79	82.85	11	4038	30	51	23	0	0	0
SRR27931721.009	Bacteria	5449	104	58	0.00	0.00	0.00	436277	0	127	127	5007	5007	3435	3435	16021	16021	50.6	8.27	77.56	11	457	104	0	0	0	0	0
SRR27931721.010	Bacteria	5449	104	58	60.75	15.67	58.33	2611378	0	649	649	8398	8398	4023	4023	81577	81577	53.3	2.70	88.50	11	2973	44	48	12	0	0	0
SRR27931721.011	Bacteria	5449	104	58	72.73	56.66	60.61	3597340	0	1645	1645	2354	2354	2186	2186	109645	109645	35.9	2.00	90.82	11	4588	43	36	15	6	3	1
SRR27931721.012	Bacteria	5449	104	58	41.93	12.79	29.63	4522970	0	1767	1767	3133	3133	2559	2559	53711	53711	44.7	2.70	74.53	11	5913	41	37	15	9	2	0
SRR27931721.013	Bacteria	5449	104	58	14.81	4.39	22.22	4832747	0	2219	2219	2290	2290	2177	2177	61796	61796	28.3	2.61	68.69	11	5981	84	13	6	1	0	0
SRR27931721.014	Bacteria	5449	104	58	39.47	31.55	12.82	4770852	0	2259	2259	2251	2251	2111	2111	39766	39766	33.7	1.65	71.56	11	6040	73	19	7	2	1	2
SRR27931721.015	Bacteria	5449	104	58	45.14	3.45	0.00	1678012	0	545	545	4100	4100	3078	3078	22402	22402	38.0	1.54	83.16	11	2059	72	30	2	0	0	0
SRR27931721.016	Bacteria	5449	104	58	60.41	27.06	26.32	2537792	0	1188	1188	2294	2294	2136	2136	17932	17932	39.0	1.75	90.00	11	3231	44	30	26	4	0	0
SRR27931721.017	Bacteria	5449	104	58	73.04	30.33	25.00	3624606	0	1288	1288	3920	3920	2814	2814	23465	23465	37.1	6.84	83.67	11	4353	51	31	21	1	0	0
SRR27931722.001	Bacteria	5449	104	58	94.83	16.95	43.48	2851698	0	807	807	4732	4732	3533	3533	103039	103039	39.0	6.21	82.51	11	3193	3	82	17	2	0	0
SRR27931722.002	Bacteria	5449	104	58	42.89	7.76	20.00	1664922	0	627	627	3258	3258	2655	2655	36161	36161	37.0	5.33	82.55	11	1945	67	32	5	0	0	0
SRR27931722.003	Bacteria	5449	104	58	59.92	37.92	21.88	5400930	0	2031	2031	3242	3242	2659	2659	130608	130608	33.5	4.73	78.52	11	7219	54	28	17	5	0	0
SRR27931722.004	Bacteria	5449	104	58	73.89	33.54	3.33	3179150	0	1638	1638	1991	1991	1940	1940	15412	15412	37.2	4.39	86.19	11	4248	37	41	24	2	0	0
SRR27931722.005	Bacteria	5449	104	58	31.92	11.76	8.82	1781132	0	1211	1211	1375	1375	1470	1470	12852	12852	43.5	9.68	75.51	11	2539	50	30	19	5	0	0
SRR27931723.001	Bacteria	5449	104	58	98.12	16.28	73.91	2696867	0	799	799	4340	4340	3375	3375	139816	139816	40.3	5.82	82.19	11	2956	2	83	17	2	0	0
SRR27931723.002	Bacteria	5449	104	58	86.66	42.77	11.76	5833260	0	2189	2189	3178	3178	2664	2664	71164	71164	32.5	5.45	80.12	11	7697	37	40	20	5	1	1
SRR27931723.003	Bacteria	5449	104	58	90.67	51.00	5.19	4865413	0	2568	2568	1893	1893	1894	1894	59751	59751	39.5	6.92	84.50	11	6633	15	46	31	10	1	1
SRR27931726.001	Bacteria	5449	104	58	97.93	0.00	0.00	3576856	0	247	247	22214	22214	14481	14481	98334	98334	55.5	4.31	85.03	11	3259	2	102	0	0	0	0
SRR27931726.002	Bacteria	5449	104	58	8.62	0.00	0.00	495552	0	126	126	6076	6076	3932	3932	34115	34115	43.1	4.56	73.22	11	609	74	30	0	0	0	0
SRR27931726.003	Bacteria	5449	104	58	98.79	3.06	100.00	2770115	0	286	286	18772	18772	9685	9685	67938	67938	52.3	3.31	83.54	11	2661	2	96	6	0	0	0
SRR27931726.004	Bacteria	5449	104	58	100.00	25.99	0.00	2457738	0	327	327	21555	21555	7516	7516	81366	81366	38.9	5.39	88.02	11	2541	0	61	40	3	0	0
SRR27931726.005	Bacteria	5449	104	58	86.84	24.37	54.17	1631176	0	500	500	3991	3991	3262	3262	161552	161552	36.2	3.15	90.86	11	1925	32	50	21	1	0	0
SRR27931726.006	Bacteria	5449	104	58	56.30	6.90	100.00	2134476	0	312	312	19176	19176	6841	6841	67255	67255	50.8	2.90	83.54	11	2226	48	52	4	0	0	0
SRR27931726.007	Bacteria	5449	104	58	13.89	4.08	14.29	1096372	0	248	248	6827	6827	4420	4420	48790	48790	31.1	4.18	77.70	11	1306	78	21	4	1	0	0
SRR27931726.008	Bacteria	5449	104	58	88.39	41.96	59.46	4079485	0	572	572	11849	11849	7131	7131	104055	104055	36.3	2.69	88.70	11	4365	20	55	25	4	0	0
SRR27931726.009	Bacteria	5449	104	58	90.53	42.24	79.31	5073386	0	833	833	15445	15445	6090	6090	189988	189988	52.0	4.39	84.46	11	5313	18	59	26	1	0	0
SRR27931726.010	Bacteria	5449	104	58	80.28	68.42	48.61	5993162	0	2643	2643	2478	2478	2267	2267	60667	60667	35.5	2.26	86.75	11	7780	32	44	17	5	5	1
SRR27931726.011	Bacteria	5449	104	58	29.31	13.68	16.36	4279007	0	1822	1822	2598	2598	2348	2348	66363	66363	44.6	3.04	76.29	11	5781	55	23	15	10	0	1
SRR27931726.012	Bacteria	5449	104	58	91.10	70.14	44.83	6219549	0	2639	2639	2600	2600	2356	2356	88874	88874	37.0	2.18	80.79	11	7794	32	33	31	7	1	0
SRR27931726.013	Bacteria	5449	104	58	22.24	6.90	0.00	6629998	0	3920	3920	1580	1580	1691	1691	22678	22678	30.5	4.86	57.70	11	7952	88	12	4	0	0	0
SRR27931727.001	Bacteria	5449	104	58	97.93	3.45	100.00	3447714	0	222	222	26458	26458	15530	15530	103140	103140	55.7	3.53	85.85	11	3177	2	100	2	0	0	0
SRR27931727.002	Bacteria	5449	104	58	100.00	3.45	0.00	3160764	0	318	318	23341	23341	9939	9939	124108	124108	51.5	5.58	81.39	11	2988	0	102	2	0	0	0
SRR27931727.003	Bacteria	5449	104	58	84.48	10.58	2.70	1922927	0	293	293	31899	31899	6562	6562	81761	81761	40.4	7.51	87.27	11	2147	11	56	37	0	0	0
SRR27931727.004	Bacteria	5449	104	58	93.03	17.24	8.33	3419639	0	297	297	25896	25896	11513	11513	112295	112295	36.7	6.88	87.98	11	3481	34	58	12	0	0	0
SRR27931727.005	Bacteria	5449	104	58	93.67	1.72	100.00	3753536	0	546	546	17784	17784	6874	6874	68240	68240	51.3	3.69	84.07	11	3987	18	84	2	0	0	0
SRR27931727.006	Bacteria	5449	104	58	98.28	9.48	62.50	3234721	0	378	378	52320	52320	8557	8557	237144	237144	36.9	4.44	88.25	11	3675	2	94	8	0	0	0
SRR27931727.007	Bacteria	5449	104	58	87.88	7.05	20.00	4053412	0	1085	1085	6295	6295	3735	3735	60426	60426	52.0	3.25	85.24	11	4665	31	68	5	0	0	0
SRR27931727.008	Bacteria	5449	104	58	96.55	58.03	15.96	4468537	0	1962	1962	2501	2501	2277	2277	29053	29053	40.7	3.85	86.51	11	6006	2	46	43	9	4	0
SRR27931727.009	Bacteria	5449	104	58	45.30	7.76	0.00	5202684	0	2563	2563	2196	2196	2029	2029	18533	18533	35.6	8.74	82.48	11	7395	71	29	3	1	0	0
SRR27931728.001	Bacteria	5449	104	58	47.34	0.16	100.00	857338	0	208	208	4834	4834	4121	4121	142756	142756	41.7	7.26	83.74	11	875	45	58	1	0	0	0
SRR27931728.002	Bacteria	5449	104	58	57.76	14.89	84.21	1785919	0	560	560	4043	4043	3189	3189	21679	21679	40.2	6.42	81.81	11	1837	54	39	7	4	0	0
SRR27931728.003	Bacteria	5449	104	58	21.55	2.59	33.33	2000269	0	586	586	4636	4636	3413	3413	64725	64725	33.8	7.61	80.34	11	2454	87	14	3	0	0	0
SRR27931728.004	Bacteria	5449	104	58	94.83	34.93	14.49	3465313	0	368	368	18369	18369	9416	9416	63755	63755	49.0	5.68	81.71	11	3244	3	47	48	5	1	0
SRR27931728.005	Bacteria	5449	104	58	77.59	26.18	50.00	3524117	0	365	365	13962	13962	9655	9655	61452	61452	55.5	4.90	85.65	11	3260	42	44	17	1	0	0
SRR27931728.006	Bacteria	5449	104	58	98.28	88.09	19.51	4783170	0	1254	1254	6622	6622	3814	3814	78718	78718	37.4	2.72	88.95	11	5296	1	50	37	9	4	3
SRR27931728.007	Bacteria	5449	104	58	15.52	6.90	57.14	1709584	0	483	483	4710	4710	3539	3539	66431	66431	31.6	2.80	80.33	11	2259	94	8	1	0	1	0
SRR27931728.008	Bacteria	5449	104	58	73.05	41.38	36.67	1630249	0	289	289	12150	12150	5641	5641	125923	125923	33.8	3.04	89.38	11	1813	54	26	21	3	0	0
SRR27931728.009	Bacteria	5449	104	58	26.88	3.45	100.00	1515524	0	457	457	4331	4331	3316	3316	42306	42306	33.9	2.20	85.72	11	1945	87	15	2	0	0	0
SRR27931728.010	Bacteria	5449	104	58	86.91	7.07	71.43	2547657	0	223	223	27429	27429	11424	11424	102476	102476	36.7	2.04	88.45	11	2616	19	78	7	0	0	0
SRR27931728.011	Bacteria	5449	104	58	74.39	13.07	23.53	2856053	0	462	462	10374	10374	6181	6181	51020	51020	50.9	2.23	80.22	11	2929	25	64	14	1	0	0
SRR27931728.012	Bacteria	5449	104	58	55.52	63.32	55.84	4598122	0	2094	2094	2310	2310	2195	2195	34726	34726	36.6	2.17	90.77	11	5639	57	18	19	5	3	2
SRR27931728.013	Bacteria	5449	104	58	88.20	27.04	61.90	2549837	0	282	282	16402	16402	9041	9041	53494	53494	37.5	1.82	88.92	11	2763	36	49	18	1	0	0
SRR27931728.014	Bacteria	5449	104	58	6.27	1.41	16.67	2908003	0	977	977	3893	3893	2976	2976	130918	130918	25.0	2.57	74.10	11	3389	94	4	3	3	0	0
SRR27931728.015	Bacteria	5449	104	58	78.86	34.37	43.75	3041805	0	728	728	6525	6525	4178	4178	39825	39825	52.9	2.22	86.36	11	3336	30	46	26	2	0	0
SRR27931728.016	Bacteria	5449	104	58	48.12	24.43	19.02	4854281	0	1837	1837	3105	3105	2642	2642	65668	65668	44.7	2.34	74.13	11	6370	36	29	12	10	11	6
SRR27931728.017	Bacteria	5449	104	58	34.58	15.27	43.75	7200165	0	2921	2921	2784	2784	2464	2464	133981	133981	31.9	2.05	78.10	11	9788	64	24	16	0	0	0
SRR27931728.018	Bacteria	5449	104	58	77.90	0.00	0.00	2318994	0	629	629	5416	5416	3686	3686	22124	22124	38.3	2.10	85.34	11	2741	49	55	0	0	0	0
SRR27931728.019	Bacteria	5449	104	58	80.88	11.83	38.89	2173280	0	590	590	7520	7520	3683	3683	48531	48531	38.7	1.94	87.87	11	2497	38	54	9	3	0	0
SRR27931728.020	Bacteria	5449	104	58	89.22	59.83	20.00	6766433	0	2468	2468	3556	3556	2741	2741	34845	34845	54.1	3.44	86.09	11	8390	26	46	23	9	0	0
SRR27931728.021	Bacteria	5449	104	58	68.36	47.02	9.30	5104987	0	2882	2882	1798	1798	1771	1771	11640	11640	37.5	7.27	82.74	11	7394	32	44	22	5	1	0
SRR27931729.001	Bacteria	5449	104	58	25.00	0.57	100.00	528539	0	88	88	11160	11160	6006	6006	102141	102141	45.5	11.14	80.02	11	495	60	43	1	0	0	0
SRR27931729.002	Bacteria	5449	104	58	73.85	12.54	72.73	1854600	0	584	584	3940	3940	3175	3175	21585	21585	38.8	5.38	83.08	11	2019	43	52	8	1	0	0
SRR27931729.003	Bacteria	5449	104	58	15.52	6.90	50.00	1553520	0	438	438	5318	5318	3546	3546	59989	59989	33.7	8.49	79.22	11	1859	95	5	4	0	0	0
SRR27931729.004	Bacteria	5449	104	58	43.10	8.20	15.00	726443	0	64	64	16520	16520	11350	11350	53650	53650	51.4	1.60	84.18	11	698	39	47	17	1	0	0
SRR27931729.005	Bacteria	5449	104	58	30.46	6.90	75.00	899818	0	84	84	17821	17821	10712	10712	42804	42804	49.6	2.11	78.74	11	854	68	32	4	0	0	0
SRR27931729.006	Bacteria	5449	104	58	0.00	0.00	0.00	187671	0	39	39	6434	6434	4812	4812	13691	13691	49.4	2.48	76.42	4	242	104	0	0	0	0	0
SRR27931729.007	Bacteria	5449	104	58	0.78	0.00	0.00	200253	0	17	17	102337	102337	11779	11779	102337	102337	23.5	23.81	92.09	11	166	99	5	0	0	0	0
SRR27931729.008	Bacteria	5449	104	58	50.86	10.34	58.33	1561453	0	180	180	17012	17012	8674	8674	65371	65371	51.3	2.43	83.17	11	1509	70	26	6	2	0	0
SRR27931729.009	Bacteria	5449	104	58	98.28	52.37	10.53	3389835	0	821	821	7167	7167	4128	4128	66652	66652	37.5	2.52	87.77	11	3781	1	60	36	7	0	0
SRR27931729.010	Bacteria	5449	104	58	68.97	12.93	42.86	3567647	0	349	349	15643	15643	10222	10222	74750	74750	55.7	2.56	85.23	11	3274	48	49	5	1	1	0
SRR27931729.011	Bacteria	5449	104	58	32.24	0.86	100.00	1781702	0	479	479	5179	5179	3719	3719	41143	41143	32.0	3.24	81.61	11	2341	82	21	1	0	0	0
SRR27931729.012	Bacteria	5449	104	58	76.93	63.40	34.33	3065095	0	703	703	7658	7658	4360	4360	77229	77229	34.4	2.80	87.50	11	3491	46	31	15	8	3	1
SRR27931729.013	Bacteria	5449	104	58	43.84	19.07	27.78	1411993	0	664	664	2246	2246	2126	2126	13772	13772	38.0	2.95	89.86	11	1789	43	38	18	4	1	0
SRR27931729.014	Bacteria	5449	104	58	85.94	11.36	66.67	2678756	0	243	243	23863	23863	11023	11023	87105	87105	36.7	1.98	88.10	11	2789	37	58	9	0	0	0
SRR27931729.015	Bacteria	5449	104	58	59.76	8.34	23.53	2848953	0	519	519	9452	9452	5489	5489	48726	48726	51.2	1.56	80.76	11	2972	36	55	11	2	0	0
SRR27931729.016	Bacteria	5449	104	58	4.08	0.00	0.00	959421	0	411	411	2622	2622	2334	2334	28361	28361	38.5	2.08	95.76	11	782	98	6	0	0	0	0
SRR27931729.017	Bacteria	5449	104	58	12.66	4.31	0.00	2707986	0	748	748	5265	5265	3620	3620	110638	110638	31.2	2.16	78.01	11	3392	87	14	3	0	0	0
SRR27931729.018	Bacteria	5449	104	58	39.58	20.92	44.44	1156839	0	648	648	1742	1742	1785	1785	26283	26283	37.6	2.12	91.23	11	1565	63	27	9	4	1	0
SRR27931729.019	Bacteria	5449	104	58	4.55	1.25	18.18	2672363	0	867	867	4322	4322	3082	3082	107081	107081	24.9	2.50	74.01	11	3162	95	3	5	0	1	0
SRR27931729.020	Bacteria	5449	104	58	46.87	24.14	14.81	4209671	0	1773	1773	2675	2675	2374	2374	37174	37174	34.0	1.75	84.95	11	5877	73	24	4	1	0	2
SRR27931729.021	Bacteria	5449	104	58	42.06	16.50	4.41	4911278	0	1859	1859	3215	3215	2641	2641	47461	47461	45.3	2.48	73.25	11	6424	44	26	20	12	2	0
SRR27931729.022	Bacteria	5449	104	58	75.16	33.15	36.11	2307010	0	677	677	4733	4733	3407	3407	30007	30007	53.6	2.01	88.10	11	2570	31	47	21	5	0	0
SRR27931729.023	Bacteria	5449	104	58	84.56	23.35	42.31	2655914	0	501	501	10148	10148	5301	5301	49412	49412	37.1	1.85	87.43	11	3053	38	47	17	1	1	0
SRR27931729.024	Bacteria	5449	104	58	82.45	40.83	32.35	5142713	0	2137	2137	2791	2791	2406	2406	25308	25308	54.3	3.28	85.85	11	6632	42	39	19	3	1	0
SRR27931729.025	Bacteria	5449	104	58	66.61	9.48	0.00	2447113	0	1069	1069	2674	2674	2289	2289	14504	14504	38.8	1.98	84.13	11	3270	52	46	6	0	0	0
SRR27931729.026	Bacteria	5449	104	58	80.69	30.59	33.33	2347036	0	859	859	3606	3606	2732	2732	39352	39352	39.1	1.61	89.10	11	2971	24	51	27	1	1	0
SRR27931729.027	Bacteria	5449	104	58	16.11	4.48	20.00	2730322	0	1540	1540	1764	1764	1772	1772	26066	26066	31.9	2.12	75.58	11	3969	86	13	5	0	0	0
SRR27931729.028	Bacteria	5449	104	58	49.61	15.00	25.00	2015353	0	1140	1140	1757	1757	1767	1767	13338	13338	36.6	5.22	81.42	11	2928	53	39	12	0	0	0
SRR27931729.029	Bacteria	5449	104	58	3.21	0.00	0.00	564181	0	437	437	1256	1256	1291	1291	3858	3858	39.8	15.36	72.16	11	686	98	6	0	0	0	0
SRR27931730.001	Bacteria	5449	104	58	69.83	0.47	33.33	1386883	0	378	378	4757	4757	3669	3669	92155	92155	39.3	6.13	82.45	11	1610	21	80	3	0	0	0
SRR27931730.002	Bacteria	5449	104	58	49.58	10.66	50.00	3653339	0	1117	1117	4376	4376	3270	3270	55788	55788	39.1	7.33	81.06	11	4051	63	35	4	2	0	0
SRR27931730.003	Bacteria	5449	104	58	36.94	12.07	25.00	934411	0	258	258	5550	5550	3621	3621	23130	23130	32.5	3.35	87.47	11	1218	78	20	5	1	0	0
SRR27931730.004	Bacteria	5449	104	58	41.69	9.48	28.57	1590592	0	527	527	3822	3822	3018	3018	56912	56912	36.2	6.26	84.35	11	1846	73	24	7	0	0	0
SRR27931730.005	Bacteria	5449	104	58	42.16	0.00	0.00	2180109	0	265	265	22625	22625	8226	8226	55967	55967	35.3	8.37	78.84	11	2143	72	32	0	0	0	0
SRR27931730.006	Bacteria	5449	104	58	69.60	19.83	30.77	1358845	0	277	277	9857	9857	4905	4905	31746	31746	33.4	1.23	88.04	11	1541	56	37	10	1	0	0
SRR27931730.007	Bacteria	5449	104	58	9.81	0.86	0.00	2920642	0	1461	1461	2097	2097	1999	1999	16843	16843	31.1	4.11	75.70	11	4051	94	9	1	0	0	0
SRR27931730.008	Bacteria	5449	104	58	80.41	69.96	4.26	4763289	0	2161	2161	2226	2226	2204	2204	38083	38083	37.8	3.07	86.17	11	6145	17	45	27	12	1	2
SRR27931730.009	Bacteria	5449	104	58	25.03	5.56	3.23	9292261	0	6502	6502	1318	1318	1429	1429	22574	22574	23.8	10.61	32.71	11	8206	67	23	7	6	1	0
SRR27931731.001	Bacteria	5449	104	58	82.47	13.64	63.16	1972592	0	654	654	3468	3468	3016	3016	135387	135387	38.2	5.18	81.95	11	2357	13	74	16	1	0	0
SRR27931731.002	Bacteria	5449	104	58	87.37	49.74	55.56	5747824	0	1702	1702	4871	4871	3377	3377	52212	52212	37.6	6.63	82.89	11	6543	29	43	27	4	1	0
SRR27931731.003	Bacteria	5449	104	58	72.53	22.21	27.78	6636778	0	2219	2219	4013	4013	2990	2990	86899	86899	31.4	5.19	76.42	11	7925	47	43	12	2	0	0
SRR27931731.004	Bacteria	5449	104	58	89.47	51.49	7.84	4534799	0	1557	1557	3834	3834	2912	2912	42506	42506	36.8	4.10	85.80	11	5277	29	48	22	3	0	2
SRR27931731.005	Bacteria	5449	104	58	85.03	49.14	6.98	4570751	0	2517	2517	1846	1846	1815	1815	15272	15272	38.6	4.51	81.15	11	6413	13	38	41	9	3	0
SRR27931731.006	Bacteria	5449	104	58	26.24	4.11	0.00	11437970	0	8306	8306	1298	1298	1377	1377	23286	23286	22.7	9.64	26.11	11	9731	63	27	12	2	0	0
SRR27931732.001	Bacteria	5449	104	58	50.94	7.92	6.67	597668	0	109	109	11748	11748	5483	5483	102490	102490	45.7	10.21	82.74	11	598	36	38	30	0	0	0
SRR27931732.002	Bacteria	5449	104	58	91.03	0.16	100.00	3439044	0	177	177	35669	35669	19429	19429	139733	139733	55.7	3.63	85.36	11	3100	6	97	1	0	0	0
SRR27931732.003	Bacteria	5449	104	58	57.71	31.82	68.75	2033891	0	765	765	3090	3090	2658	2658	28817	28817	36.2	2.75	86.91	11	2498	59	26	16	2	0	1
SRR27931732.004	Bacteria	5449	104	58	89.66	6.90	25.00	2576771	0	213	213	22701	22701	12097	12097	69962	69962	51.7	5.56	82.03	11	2371	31	69	4	0	0	0
SRR27931732.005	Bacteria	5449	104	58	92.27	12.38	30.00	3637292	0	514	514	16575	16575	7076	7076	115405	115405	49.9	6.09	83.75	11	3661	21	73	10	0	0	0
SRR27931732.006	Bacteria	5449	104	58	58.54	13.03	50.00	1870521	0	736	736	2772	2772	2541	2541	59721	59721	36.7	2.43	89.70	11	2182	35	55	12	2	0	0
SRR27931732.007	Bacteria	5449	104	58	0.78	0.00	0.00	195075	0	12	12	62990	62990	16256	16256	71120	71120	19.2	17.21	93.25	11	177	99	5	0	0	0	0
SRR27931732.008	Bacteria	5449	104	58	17.24	3.45	50.00	2439287	0	740	740	4477	4477	3296	3296	30439	30439	33.0	6.04	78.79	11	3169	92	10	2	0	0	0
SRR27931732.009	Bacteria	5449	104	58	87.46	0.00	0.00	1868489	0	256	256	13399	13399	7298	7298	54736	54736	38.0	2.81	89.25	11	1966	36	68	0	0	0	0
SRR27931732.010	Bacteria	5449	104	58	51.72	22.41	42.86	1483533	0	463	463	4489	4489	3204	3204	28476	28476	34.7	1.48	88.25	11	1815	70	24	6	3	1	0
SRR27931732.011	Bacteria	5449	104	58	3.45	0.00	0.00	227378	0	20	20	34199	34199	11368	11368	46568	46568	24.6	1.03	90.65	11	255	102	2	0	0	0	0
SRR27931732.012	Bacteria	5449	104	58	3.45	0.00	0.00	226146	0	32	32	34982	34982	7067	7067	46796	46796	23.8	2.00	84.88	11	251	102	2	0	0	0	0
SRR27931732.013	Bacteria	5449	104	58	0.00	0.00	0.00	223016	0	64	64	5865	5865	3484	3484	11254	11254	27.0	1.33	72.97	11	300	104	0	0	0	0	0
SRR27931732.014	Bacteria	5449	104	58	23.48	6.49	62.16	1155624	0	548	548	2221	2221	2108	2108	33139	33139	42.7	4.85	89.54	11	1344	55	24	19	6	0	0
SRR27931732.015	Bacteria	5449	104	58	59.98	6.90	100.00	2534578	0	323	323	16115	16115	7846	7846	115717	115717	35.9	1.53	87.75	11	2728	51	50	2	1	0	0
SRR27931732.016	Bacteria	5449	104	58	64.28	26.72	77.27	1790302	0	301	301	8080	8080	5947	5947	41790	41790	37.9	1.50	91.06	11	1969	56	30	16	2	0	0
SRR27931732.017	Bacteria	5449	104	58	47.28	29.62	66.67	3456011	0	1495	1495	2501	2501	2311	2311	45200	45200	36.6	1.94	90.95	11	4276	70	21	9	2	2	0
SRR27931732.018	Bacteria	5449	104	58	92.88	35.19	7.69	5352437	0	1560	1560	5650	5650	3431	3431	66118	66118	51.3	2.92	84.51	11	6433	25	50	24	5	0	0
SRR27931732.019	Bacteria	5449	104	58	55.97	43.26	13.64	6901815	0	2814	2814	2901	2901	2452	2452	128206	128206	32.1	1.86	81.25	11	9641	50	37	12	2	1	2
